image_path,label
train/0138/47fda57a0bed4e91b7d61ba81fbf36b6.jpg,0
train/0138/6d57f98a79194c4eb797b802ebc3f612.jpg,0
train/0138/705a659fd18341cfa28630dd865b5a57.jpg,0
train/0138/5762390146014d33a13e709b3e30608e.jpg,0
train/0138/84b302f7107f4bcbabb6543bc7142bcf.jpg,0
train/0138/2f07be4a21634e0dad818e5f0f7d8517.jpg,0
train/0138/57de4ce6963f42aba3ba82112ee4e287.jpg,0
train/0138/9abbe34ac12747018c14af5df4eb169a.jpg,0
train/0138/129018f415ad42ba9cdd967ea5be5ae3.jpg,0
train/0138/2d831702cd724b66ad7d65b51f490c21.jpg,0
train/0138/da0bd85f53134b7d842ec3a5aa3f2535.jpg,0
train/0138/75ba6cecda804d52bca58ed52205bec3.jpg,0
train/0138/bc84823ae61b4a08ae7af2d6f3f32c75.jpg,0
train/0138/c18ab5631efa4c30b82c56b536880190.jpg,0
train/0138/bf0e61c33913466ca100d6eb80bc3926.jpg,0
train/0138/ab7763fd27c5435ca5bb53bc6fab0ae1.jpg,0
train/0138/f31ebb45afde404ea5967f16fb170ef0.jpg,0
train/0138/955e94eb70644b0e999ed4a295450659.jpg,0
train/0138/1eaf7e1fa37f41c59fa6a3dd7cd2a615.jpg,0
train/0138/2cc69ee36fde4f1495186678cc52d407.jpg,0
train/0138/e40ff1b95293438282cb13060eca55fc.jpg,0
train/0138/e6497b585cb445dea75faaf5593ceb59.jpg,0
train/0138/f441da14cb0e411992603b3c7c096b74.jpg,0
train/0138/05a1ba619b414192bf240376dd3e6760.jpg,0
train/0138/a40689db4d4845258bba8f19293468ee.jpg,0
train/0138/a032d29d351d44a79960f8a0c50108f9.jpg,0
train/0138/b0a2c97952454bf0bdd8e9c70f7ab183.jpg,0
train/0138/3eda3fffd7f440fa8fc9796479a3ead7.jpg,0
train/0138/bff52a03c7f94b12a2822ee4902e9344.jpg,0
train/0138/53b91dcb72734334afe69f08a683677d.jpg,0
train/0138/60e6f703212044df897cdf7e6074bd46.jpg,0
train/0138/71b8710783734ad7b56eff20d0c89c84.jpg,0
train/0138/08bc0a5d505e4bd7974b98976b542527.jpg,0
train/0138/95760343bf8942fd9e0d5e2db31fd568.jpg,0
train/0138/6e437c4639e7499f98b969c26cb9a1cd.jpg,0
train/0138/fdaee7cacba345a6a045d35bee58af3f.jpg,0
train/0138/642a938573924bf9844c115a1de7ca86.jpg,0
train/0138/f353297156964c72bafca0e24965c785.jpg,0
train/0138/887e2ae4d82743f096b0706eb2a7cc62.jpg,0
train/0138/37ecb6d22975453cac35da40ea9cb87e.jpg,0
train/0138/c31c7d44d8d94df5b1abd422cfaba73c.jpg,0
train/0138/d43f348985a64baea73a2cab0c5d85c9.jpg,0
train/0138/44a79379630f4c95a0f9c999c7c780dd.jpg,0
train/0138/1de8bc6692b74828a48ad9d7e0aeacbc.jpg,0
train/0138/c1c78706b5074e2191ced2a59399f9de.jpg,0
train/0138/80866f15a86649deac4830a8e799042a.jpg,0
train/0138/8cf6b7c8275a478d94817058a8f7853f.jpg,0
train/0138/9989c0b40d3b43dfbb4c5dc403869289.jpg,0
train/0138/de68ff1752c7402f91377578220415f8.jpg,0
train/0138/dc62019942774b8ab6090c9621599b3b.jpg,0
