image_path,class_name,label
train_dedup/0000/038a9fbb15124c17a119b819e787eb5b.jpg,0,0
train_dedup/0000/06eeb76f2e10415ca2e10f668b2fd581.jpg,0,0
train_dedup/0000/09d3058f06334d9a84d29d4f6572f8bb.jpg,0,0
train_dedup/0000/0a524c2e4ada44d8b80c0d6d1a0f160e.jpg,0,0
train_dedup/0000/0a543c8156ae42a2b43867634266e6e1.jpg,0,0
train_dedup/0000/0a6f3fb602d4435f8949a18cb3b11d7b.jpg,0,0
train_dedup/0000/0c55bf3afa7f432bafe65d4559876b71.jpg,0,0
train_dedup/0000/0c6c2f491b4d44a289285337cfe789db.jpg,0,0
train_dedup/0000/0f11d8effd75485eb6dda810bf5b81cb.jpg,0,0
train_dedup/0000/0f68d338af48412d94edad29848aac3f.jpg,0,0
train_dedup/0000/1642ffbac0bd4a73ad67b45be608709a.jpg,0,0
train_dedup/0000/17fa37f3f04044a698c1933b273caa13.jpg,0,0
train_dedup/0000/18c073e2a3214d34b32746c19d9eb8fb.jpg,0,0
train_dedup/0000/18c6a6df1337498f8c050c922ddd4e70.jpg,0,0
train_dedup/0000/1aeaa4aa5b2146cebff967e4e66c4e6a.jpg,0,0
train_dedup/0000/1f24282ba1c641aea36a57ceaf0cd831.jpg,0,0
train_dedup/0000/23c104514c614c29b4073e8ff9c66619.jpg,0,0
train_dedup/0000/27e77096108e424e8787e7fae04f551c.jpg,0,0
train_dedup/0000/2b59529dbc924a409240e917659a40ae.jpg,0,0
train_dedup/0000/2bca95b447824364868e1d952f03dda6.jpg,0,0
train_dedup/0000/2d808e8f808b43ca9c032f016f843e79.jpg,0,0
train_dedup/0000/2f4ee18ecece4759ab878b30a9b92997.jpg,0,0
train_dedup/0000/39231f6fe2604a358a67ad828756b00f.jpg,0,0
train_dedup/0000/3b36427f7fd94fa4b56e2cc518d11423.jpg,0,0
train_dedup/0000/3d1a062c9f984363a37ce9b5446dd947.jpg,0,0
train_dedup/0000/3eaba8c4f4614e7780155bc79eee8c19.jpg,0,0
train_dedup/0000/426afcdee84a478daa6ee6f59c2cd1f4.jpg,0,0
train_dedup/0000/42ded2bf71a64fed8198bca377cb62b0.jpg,0,0
train_dedup/0000/4608a06e67fa4c0f8146c36046a04b51.jpg,0,0
train_dedup/0000/4a8d8f331e1842829763420f5d7c4b20.jpg,0,0
train_dedup/0000/4c8c3bd2b70341fc9542c6c318e65fed.jpg,0,0
train_dedup/0000/4cb387f7d10d4c9e8cdece336b31c192.jpg,0,0
train_dedup/0000/5033c88d01604cd5be89e3d0076dbb28.jpg,0,0
train_dedup/0000/50d14a80d6054cb6bca859da4e0862c0.jpg,0,0
train_dedup/0000/57b686a601064ba38fa580eb085f8193.jpg,0,0
train_dedup/0000/58db1c6ec3a24e309a9f78f5a0cc1178.jpg,0,0
train_dedup/0000/592597c6034b4ceca800896327e0568a.jpg,0,0
train_dedup/0000/5da6e90dcee147acaa44c596e3465eca.jpg,0,0
train_dedup/0000/5eb0b361d954423089a4bcaa405610c9.jpg,0,0
train_dedup/0000/5f4be6b018b54b91930fbff740bfa1ad.jpg,0,0
train_dedup/0000/5ffaabc9e230429f892d5c928dd7464b.jpg,0,0
train_dedup/0000/60fa71bcbc5449dcafe6616e5cec8f0b.jpg,0,0
train_dedup/0000/623cafbd40954ec2ba928962df109ab4.jpg,0,0
train_dedup/0000/63a1f3fa99054c79b74131622ca4fda0.jpg,0,0
train_dedup/0000/64950e9f656344649379f4dd43bfdbb4.jpg,0,0
train_dedup/0000/694662c24476467bb66cc8329c14d26c.jpg,0,0
train_dedup/0000/6cfc9af6cb57469bb424f6966551103e.jpg,0,0
train_dedup/0000/6f58206b606944bb8e496962e0040bf7.jpg,0,0
train_dedup/0000/6fa9670171b24e029e2ac60d67bd334b.jpg,0,0
train_dedup/0000/7144705f58d94d4e958eaebd83115332.jpg,0,0
train_dedup/0000/7271f2c09f4f494baf0f55c04d5bd29c.jpg,0,0
train_dedup/0000/72a8701e0d4d41b1b45bd564ec6d962f.jpg,0,0
train_dedup/0000/72fa8bd07aa843668d84cc610084bfd7.jpg,0,0
train_dedup/0000/73052685e8a04b728f3b0ad49032f3a1.jpg,0,0
train_dedup/0000/75cc1cb9397847d382c20f308d3f98a3.jpg,0,0
train_dedup/0000/797e5019fa29482abd24a7f57e235128.jpg,0,0
train_dedup/0000/7d3a8f041d9c4032be2e4d35417ee002.jpg,0,0
train_dedup/0000/7e3ff49a83ca47c5a100b94034edf8dd.jpg,0,0
train_dedup/0000/7f82c12cdaf94f4abdc7c19f17aacce6.jpg,0,0
train_dedup/0000/805a076196184736ace60209fb871047.jpg,0,0
train_dedup/0000/8220991c1c61448fb93901f0a74fe816.jpg,0,0
train_dedup/0000/822b40e9f7a141ea932efb2c3b68d426.jpg,0,0
train_dedup/0000/8549f9413c994f2495f3fa4db2be0b41.jpg,0,0
train_dedup/0000/87c56f7edd2f4149ac473fce2f3148de.jpg,0,0
train_dedup/0000/89241fd335b749a09ab2506c965b7c98.jpg,0,0
train_dedup/0000/89a0485083af4b2884d1c94abf329619.jpg,0,0
train_dedup/0000/8cfbd52ef6a84bf19cf9f623ef52b4c5.jpg,0,0
train_dedup/0000/8de937ef7f6442b7a6f282c200981e99.jpg,0,0
train_dedup/0000/8f60f70f0cb342f1b12e63aa8f90cd55.jpg,0,0
train_dedup/0000/9027111746194306b41edb527b061946.jpg,0,0
train_dedup/0000/902eed358aa14568a8af7b28c33fb9dc.jpg,0,0
train_dedup/0000/929c8cb0bdfb426b8082a3f6ab1d26fc.jpg,0,0
train_dedup/0000/92ace4a9826b46e19bd95aefba38c827.jpg,0,0
train_dedup/0000/94d2a0a5322541e08c45e55c57afb227.jpg,0,0
train_dedup/0000/964729d028a749059e0c0ffe9f527b94.jpg,0,0
train_dedup/0000/978517db08b94c07b4fc42f609189329.jpg,0,0
train_dedup/0000/99192e20c9a041019e4a594d6af31af0.jpg,0,0
train_dedup/0000/9a40196ecbeb4acf831c23a678296f52.jpg,0,0
train_dedup/0000/9b564c452d4540e5af5fdb1a0aada719.jpg,0,0
train_dedup/0000/9b787554d1a14fb892ad97db68eca514.jpg,0,0
train_dedup/0000/9c7d3e0ca4334ee1978218c6615efae0.jpg,0,0
train_dedup/0000/9da8541ede0e4e1084efb26bd6ed72de.jpg,0,0
train_dedup/0000/a079367748c0425bbc7294b71f13c608.jpg,0,0
