image_path,weight
train/0000/00401081b53f4fa4be00397561ab7eb4.jpg,0.6438427756617788
train/0000/00dad26c24e04c14aa66408d2e150ddb.jpg,0.4262231995601979
train/0000/0694fd98ea0744b18319df278893dc99.jpg,0.4060197917075849
train/0000/080a93027b934b89ad395c646f599654.jpg,0.8454920310414447
train/0000/085b68a7c4634507977adaac7a9af2f4.jpg,0.5882352990262648
train/0000/08f71fe09c1c493bb477d88f813dd5fa.jpg,0.9894172622319954
train/0000/092a6222836249618300dedabb6e72fe.jpg,0.8581913139087411
train/0000/0a164e531f6a40f7a7e6f53880e5d544.jpg,0.46335898968234956
train/0000/0b3e69ef1f7c4a02b821472b64fe95ca.jpg,0.7995052201954986
train/0000/0bd237fe29dd42b19d498204148537f5.jpg,0.5056899419815216
train/0000/0e1d886c8f284672ada9fd59432a981b.jpg,0.9495876855415062
train/0000/0e9612728c2546e882a353d1f40ea340.jpg,0.8039307336252819
train/0000/0fa0a89b7a8f498482ce4e58413f1659.jpg,0.7261957094753226
train/0000/0fbe2a0db392416cafdffcd331fd8368.jpg,0.5676470588235294
train/0000/10314ed9b43f49f699accba256465956.jpg,0.7583287471529545
train/0000/12bdc314ce3c4088979db21f2b677206.jpg,0.5714953320114216
train/0000/178a7d4148454531a67265b994eaed8d.jpg,0.683095109656068
train/0000/1941b07096dd4d79b79aced1ba4c556f.jpg,0.5664925832483649
train/0000/1a268f8d62924b3bb30cec4d9ddc27fa.jpg,0.6355689914984123
train/0000/1a507947623f40baadda4e5a3bf6e2d6.jpg,0.8143210506163958
train/0000/1efb2f798dcc45cf8df11c3f46e07db9.jpg,0.7019516217702033
train/0000/1f03dd32cf334aee82f08ddfd6d8576c.jpg,0.45720176166266513
train/0000/1fec4798fbfe40c0849c2e4d69578897.jpg,0.9443925233644859
train/0000/21741f73cfc44c51b8137af201a87e45.jpg,0.8195162177020341
train/0000/21a228c0287a4576974f47ac7a376451.jpg,0.7004123095498758
train/0000/225bc2c778b4441bb159eccf20a99aa6.jpg,0.5516767479188498
train/0000/231188140a4347e2a8daeddd08da3eab.jpg,0.7188839972903927
train/0000/23f28391df434088bbc2ea149bd82f45.jpg,0.8772402369825312
train/0000/25998c0e61b548f0ba1dd90eb5e042e4.jpg,0.681940624263668
train/0000/27508546cb174a5e8013a2bd6687457d.jpg,0.7723749263723056
train/0000/287ae2e8cfec4eb2a2f2dba26b4c5361.jpg,0.32424409015942823
train/0000/2a7cc24e33544278b94bda4ecb830636.jpg,0.46451347139328636
train/0000/2a9b0b39f65b4429877504ac60983830.jpg,0.9436228648000133
train/0000/2abfe564cfb74f328ef3c94eadb2d5ae.jpg,0.3152006597031336
train/0000/2ada2a1da0824e4f8f88c60fc288c53e.jpg,0.46143485676986684
train/0000/2e951a86c19540fc93c05935cb871734.jpg,0.8100879555091942
train/0000/305f8bad5e90426f82c35e3509239f2b.jpg,0.34059923034634415
train/0000/324e77a359114f94bd1cd86a61642545.jpg,0.9397746014293569
train/0000/332cf133630f4eaaa4c058b03122c22c.jpg,0.9657504123144585
train/0000/369a56b5397d4e8cb0921150e3306416.jpg,0.7973886701875889
train/0000/37861deb67b54427807c903bf7fa7428.jpg,0.5112699309864693
train/0000/38c098009ad8452892e20d71bb39c5b8.jpg,0.6136338672151664
train/0000/38c925aab7cd4e4e86423d9fb5ee816e.jpg,0.9355415014135373
train/0000/39574cdf756442d795a5821e25fc23ff.jpg,0.8853216003690072
train/0000/3b50f017446142419579a5865b6440b7.jpg,0.8143210530707048
train/0000/3bc95773497c41d0b8f9874b9e6a5181.jpg,0.7766080263881252
train/0000/3c5e224785cc48679b55a80c31ac0f3d.jpg,0.5328202321232511
train/0000/3d524f4b35984d1099b781c7d0579fa7.jpg,0.6957943900690555
train/0000/3d9eafa5f25943d1ba600ba0e989e6aa.jpg,0.6642385901790061
train/0000/4267c1d612a640b8a08c7f3479512940.jpg,0.8935953771694469
train/0000/42b821730a2f41a49e896b95e273f787.jpg,0.6111324952879471
train/0000/447a2f06b5fc4d12a1e52d69307bc6a8.jpg,0.3507971415932097
train/0000/46819729ca1a47e093a64e56198c4c10.jpg,0.8603078614623418
train/0000/4b92a115db3643bfa3e3b0b72ac5ea4e.jpg,0.5414788357516184
train/0000/4d3753fd4e38406588513ef7c98f6e14.jpg,0.6794392498821398
train/0000/4f03698fed294d43b470003156981fb6.jpg,0.36772952202201675
train/0000/4f8b29b8d8db4829b2137f524c1dcd3d.jpg,0.846069268829027
train/0000/4fcf1af7bcd44a82984cd49142ad2442.jpg,0.6677020365389708
train/0000/50a461b83de945d3a0e5c4270d099d6e.jpg,0.9268829026937877
train/0000/5247f11061c740c59fe5f637b278076f.jpg,0.596316659958432
train/0000/546455c8dad94372abe90c634c6dec34.jpg,0.5901594258029752
train/0000/553ade7633da4263bbb18f8b90fd73ab.jpg,0.6746289169873556
train/0000/5555bbf5bdf049cbbfe199141fa7089f.jpg,0.5362836723474437
train/0000/56c5f4a8db964a5987cbb6ffc5ca5a22.jpg,0.691176475496853
train/0000/578afe5d60ea40a08ab765180b205466.jpg,0.3494502473886751
train/0000/5aa182ec8d134c38a99a210616e0c54d.jpg,0.609978009895547
train/0000/5b785256a85246e59d2eb444a471c5aa.jpg,0.5462891674192479
train/0000/5e8763becf464249a16ceba3ba79c7c1.jpg,0.6565420585290751
train/0000/600c2096e87644f68b0a6b772bfa8609.jpg,0.7981583238434438
train/0000/619789fb8e65487abd5ac5a19135b06a.jpg,0.4185266654559582
train/0000/63464a67f9a641989f1fe8a3a354e6c6.jpg,0.7344694862757626
train/0000/6432f889a3cc4f4d8ed6eec29a8378be.jpg,0.7970038482682792
train/0000/64bd5f58ecbf4439841e329d8db75e6e.jpg,0.6501924183225815
train/0000/651a344806854d44a0bde9b67e927ad1.jpg,0.8073941677137022
train/0000/665b7bdc5b904f35a22975c7efec4d05.jpg,0.8491478785438284
train/0000/685f73a9563a401f8ed1edad5099e614.jpg,0.8114348494069401
train/0000/690ab741790c4b31b1ee28f378ddc783.jpg,0.9191863661352393
train/0000/69b5c98199344ddfb448338e4e59a22c.jpg,0.8808960918478417
train/0000/6a4319f8a2ab463b916d478ba1bee41b.jpg,0.8807036784338782
train/0000/6a4b2075a166485c808b75eac2ff72d1.jpg,0.9214953271028037
train/0000/6a99b3baab0140328ae3c99e380e82bd.jpg,0.6938702583837273
train/0000/6aaf372cca724d31a3db5301d5169aac.jpg,0.5330126443100605
train/0000/6b4d07969c2a460082d882629129f996.jpg,0.926690489279824
train/0000/6bd1a38332df40079c1a3518df8ac0b5.jpg,0.5559098430260516
train/0000/6c6c04ab0ca948db8c0bd5e95484f8d8.jpg,0.9326553051126991
train/0000/6cc94da10f52459f9b1e8ca7b85112ca.jpg,0.6267179818190081
train/0000/6e2b7ae220f1432aa56cc2553b595b44.jpg,0.6038207781943992
train/0000/6eccb2ca91da481bbaa74cb1e61a8f99.jpg,0.7529411764705881
train/0000/702a78268016467fb7398c2f203d3ec9.jpg,0.818169326258597
train/0000/70c425eb0d0040c09eff0c50c297f139.jpg,0.5168499150827994
train/0000/7266f52dc0ba4a6194fac39ef0217b78.jpg,0.4941451359165442
train/0000/729a76b962224f1697c0034c878899b5.jpg,0.6636613523914239
train/0000/73789279c7ea4331bcbcbe03e4c5fee4.jpg,0.7219626119138121
train/0000/73d2ccd5d3a34c35ab683f4d7311030f.jpg,0.7321605228538891
train/0000/74ebc1474ef04767a3746019740727db.jpg,0.7629466764510103
